INSTNM,MAIN,CIPDESC,STABBR,DEBTMEDIAN,MD_EARN_WNE,ADM_RATE,SAT_AVG,Tuition_Average,Tuition_more_110K,Debt_payback_YR,Tuit_Avg_4Y_Pyback,Tuit_Inc_4Y_Pyback,Salary_10Y_4Y_Tui
North Carolina State University at Raleigh,1,Industrial Engineering.,NC,22950,68500,0.5136,1331,15024,21725,0.335036496,0.877313869,1.268613139,624904
North Carolina State University at Raleigh,1,"Parks, Recreation and Leisure Facilities Management.",NC,20000,30800,0.5136,1331,15024,21725,0.649350649,1.951168831,2.821428571,247904
North Carolina State University at Raleigh,1,Zoology/Animal Biology.,NC,22500,19100,0.5136,1331,15024,21725,1.178010471,3.146387435,4.54973822,130904
North Carolina State University at Raleigh,1,"Psychology, General.",NC,19055,23000,0.5136,1331,15024,21725,0.828478261,2.612869565,3.77826087,169904
North Carolina State University at Raleigh,1,Health and Physical Education/Fitness.,NC,21104,33800,0.5136,1331,15024,21725,0.624378698,1.777988166,2.571005917,277904
North Carolina State University at Raleigh,1,Computer Engineering.,NC,21268,69400,0.5136,1331,15024,21725,0.306455331,0.865936599,1.252161383,633904
North Carolina State University at Raleigh,1,Natural Resources Conservation and Research.,NC,21500,26200,0.5136,1331,15024,21725,0.820610687,2.293740458,3.316793893,201904
North Carolina State University at Raleigh,1,Mechanical Engineering.,NC,20087,63800,0.5136,1331,15024,21725,0.31484326,0.941943574,1.362068966,577904
North Carolina State University at Raleigh,1,Nutrition Sciences.,NC,23081,36000,0.5136,1331,15024,21725,0.641138889,1.669333333,2.413888889,299904
North Carolina State University at Raleigh,1,"Biochemistry, Biophysics and Molecular Biology.",NC,18103,42600,0.5136,1331,15024,21725,0.424953052,1.410704225,2.039906103,365904
North Carolina State University at Raleigh,1,International/Global Studies.,NC,21375,25800,0.5136,1331,15024,21725,0.828488372,2.329302326,3.368217054,197904
North Carolina Wesleyan College,1,Criminal Justice and Corrections.,NC,25000,29000,0.5297,967,16205,22686,0.862068966,2.235172414,3.129103448,225180
North Carolina Wesleyan College,1,"Psychology, General.",NC,26425,31500,0.5297,967,16205,22686,0.838888889,2.057777778,2.880761905,250180
North Carolina Wesleyan College,1,Accounting and Related Services.,NC,22747,37200,0.5297,967,16205,22686,0.611478495,1.742473118,2.439354839,307180
North Carolina Wesleyan College,1,"Business Administration, Management and Operations.",NC,20843,40000,0.5297,967,16205,22686,0.521075,1.6205,2.2686,335180
North Carolina Wesleyan College,1,"Computer and Information Sciences, General.",NC,24038,36800,0.5297,967,16205,22686,0.653206522,1.761413043,2.465869565,303180
University of North Carolina Wilmington,1,History.,NC,21750,25300,0.6652,1225,18093,22297,0.859683794,2.86055336,3.525217391,180628
University of North Carolina Wilmington,1,"Physiology, Pathology and Related Sciences.",NC,20313,24100,0.6652,1225,18093,22297,0.842863071,3.002987552,3.700746888,168628
University of North Carolina Wilmington,1,Communication and Media Studies.,NC,20500,30400,0.6652,1225,18093,22297,0.674342105,2.380657895,2.933815789,231628
University of North Carolina Wilmington,1,Political Science and Government.,NC,23750,29900,0.6652,1225,18093,22297,0.794314381,2.420468227,2.982876254,226628
University of North Carolina Wilmington,1,"Biology, General.",NC,22397,25600,0.6652,1225,18093,22297,0.874882813,2.82703125,3.48390625,183628
University of North Carolina Wilmington,1,"Health Professions and Related Clinical Sciences, Other.",NC,25000,48000,0.6652,1225,18093,22297,0.520833333,1.50775,1.858083333,407628
University of North Carolina Wilmington,1,"English Language and Literature, General.",NC,21500,26800,0.6652,1225,18093,22297,0.802238806,2.700447761,3.327910448,195628
University of North Carolina Wilmington,1,Natural Resources Conservation and Research.,NC,21500,24400,0.6652,1225,18093,22297,0.881147541,2.966065574,3.655245902,171628
University of North Carolina Wilmington,1,Special Education and Teaching.,NC,19597,37800,0.6652,1225,18093,22297,0.518439153,1.914603175,2.359470899,305628
University of North Carolina Wilmington,1,Criminology.,NC,21500,30600,0.6652,1225,18093,22297,0.702614379,2.365098039,2.914640523,233628
University of North Carolina Wilmington,1,Sociology.,NC,25208,25000,0.6652,1225,18093,22297,1.00832,2.89488,3.56752,177628
University of North Carolina Wilmington,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NC,16000,57800,0.6652,1225,18093,22297,0.276816609,1.252110727,1.543044983,505628
University of North Carolina Wilmington,1,"Teacher Education and Professional Development, Specific Levels and Methods.",NC,20500,36800,0.6652,1225,18093,22297,0.557065217,1.966630435,2.423586957,295628
University of North Carolina Wilmington,1,Computer Science.,NC,23809,61300,0.6652,1225,18093,22297,0.388401305,1.180619902,1.454942904,540628
University of North Carolina Wilmington,1,Anthropology.,NC,26000,19300,0.6652,1225,18093,22297,1.347150259,3.74984456,4.621139896,120628
University of North Carolina Wilmington,1,Rhetoric and Composition/Writing Studies.,NC,25250,19400,0.6652,1225,18093,22297,1.301546392,3.730515464,4.597319588,121628
University of North Carolina Wilmington,1,"Philosophy and Religious Studies, Other.",NC,25800,21400,0.6652,1225,18093,22297,1.205607477,3.381869159,4.167663551,141628
University of North Carolina Wilmington,1,"Business Administration, Management and Operations.",NC,20500,40200,0.6652,1225,18093,22297,0.509950249,1.800298507,2.218606965,329628
University of North Carolina Wilmington,1,"Parks, Recreation and Leisure Facilities Management.",NC,18616,26800,0.6652,1225,18093,22297,0.694626866,2.700447761,3.327910448,195628
University of North Carolina Wilmington,1,Social Work.,NC,21869,29500,0.6652,1225,18093,22297,0.741322034,2.453288136,3.023322034,222628
University of North Carolina Wilmington,1,Geological and Earth Sciences/Geosciences.,NC,18437,25500,0.6652,1225,18093,22297,0.723019608,2.838117647,3.497568627,182628
University of North Carolina Wilmington,1,"Ecology, Evolution, Systematics, and Population Biology.",NC,20877,22800,0.6652,1225,18093,22297,0.915657895,3.174210526,3.911754386,155628
University of North Carolina Wilmington,1,"Romance Languages, Literatures, and Linguistics.",NC,25500,30500,0.6652,1225,18093,22297,0.836065574,2.372852459,2.924196721,232628
University of North Carolina Wilmington,1,Rehabilitation and Therapeutic Professions.,NC,21500,31800,0.6652,1225,18093,22297,0.676100629,2.275849057,2.804654088,245628
University of North Carolina Wilmington,1,Fine and Studio Arts.,NC,21875,20300,0.6652,1225,18093,22297,1.077586207,3.565123153,4.393497537,130628
University of North Carolina Wilmington,1,Mathematics.,NC,21500,35900,0.6652,1225,18093,22297,0.598885794,2.015933148,2.484345404,286628
University of North Carolina Wilmington,1,Drama/Theatre Arts and Stagecraft.,NC,24750,19400,0.6652,1225,18093,22297,1.275773196,3.730515464,4.597319588,121628
University of North Carolina Wilmington,1,International/Global Studies.,NC,22500,31200,0.6652,1225,18093,22297,0.721153846,2.319615385,2.858589744,239628
University of North Carolina Wilmington,1,Film/Video and Photographic Arts.,NC,22469,23500,0.6652,1225,18093,22297,0.95612766,3.079659574,3.795234043,162628
University of North Carolina Wilmington,1,"Psychology, General.",NC,21500,25200,0.6652,1225,18093,22297,0.853174603,2.871904762,3.539206349,179628
University of North Carolina Wilmington,1,Public Health.,NC,19990,32100,0.6652,1225,18093,22297,0.622741433,2.254579439,2.778442368,248628
University of North Carolina Wilmington,1,Chemistry.,NC,20368,36000,0.6652,1225,18093,22297,0.565777778,2.010333333,2.477444444,287628
William Peace University,1,"Psychology, General.",NC,28001,25500,0.5908,1033,21115,29291,1.098078431,3.312156863,4.594666667,170540
William Peace University,1,"Business Administration, Management and Operations.",NC,21019,39700,0.5908,1033,21115,29291,0.529445844,2.127455919,2.951234257,312540
William Peace University,1,"Liberal Arts and Sciences, General Studies and Humanities.",NC,22512,42000,0.5908,1033,21115,29291,0.536,2.010952381,2.789619048,335540
University of North Carolina at Pembroke,1,"Biology, General.",NC,23000,26600,0.8074,999,12265,17843,0.864661654,1.844360902,2.683157895,216940
University of North Carolina at Pembroke,1,"Business Administration, Management and Operations.",NC,23751,35800,0.8074,999,12265,17843,0.663435754,1.370391061,1.993631285,308940
University of North Carolina at Pembroke,1,"Teacher Education and Professional Development, Specific Subject Areas.",NC,23250,35800,0.8074,999,12265,17843,0.649441341,1.370391061,1.993631285,308940
University of North Carolina at Pembroke,1,Computer Science.,NC,21625,46400,0.8074,999,12265,17843,0.466056034,1.057327586,1.538189655,414940
University of North Carolina at Pembroke,1,Health and Physical Education/Fitness.,NC,23252,23200,0.8074,999,12265,17843,1.002241379,2.114655172,3.07637931,182940
University of North Carolina at Pembroke,1,"Teacher Education and Professional Development, Specific Levels and Methods.",NC,21850,35400,0.8074,999,12265,17843,0.617231638,1.385875706,2.016158192,304940
University of North Carolina at Pembroke,1,Criminal Justice and Corrections.,NC,21250,29000,0.8074,999,12265,17843,0.732758621,1.691724138,2.461103448,240940
University of North Carolina at Pembroke,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NC,22509,55900,0.8074,999,12265,17843,0.402665474,0.87763864,1.276779964,509940
University of North Carolina at Pembroke,1,"Computer and Information Sciences, General.",NC,26488,33700,0.8074,999,12265,17843,0.785994065,1.45578635,2.117863501,287940
University of North Carolina at Pembroke,1,Social Work.,NC,24750,29400,0.8074,999,12265,17843,0.841836735,1.668707483,2.427619048,244940
University of North Carolina at Pembroke,1,Communication and Media Studies.,NC,24750,23700,0.8074,999,12265,17843,1.044303797,2.070042194,3.011476793,187940
University of North Carolina at Pembroke,1,Sociology.,NC,22603,25200,0.8074,999,12265,17843,0.896944444,1.946825397,2.832222222,202940
University of North Carolina at Pembroke,1,"Psychology, General.",NC,22000,22400,0.8074,999,12265,17843,0.982142857,2.190178571,3.18625,174940
Pfeiffer University,1,"Business Administration, Management and Operations.",NC,24990,40500,0.6602,997,23898,27587,0.617037037,2.360296296,2.724641975,309408
Queens University of Charlotte,1,Communication and Media Studies.,NC,26750,33000,0.7916,1132,23348,27913,0.810606061,2.830060606,3.383393939,236608
Queens University of Charlotte,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NC,25000,56800,0.7916,1132,23348,27913,0.440140845,1.644225352,1.965704225,474608
Queens University of Charlotte,1,"Business Administration, Management and Operations.",NC,27000,37900,0.7916,1132,23348,27913,0.712401055,2.464168865,2.945963061,285608
Saint Augustine's University,1,Health and Physical Education/Fitness.,NC,27000,17800,0.7611,834,26554,29386,1.516853933,5.967191011,6.603595506,71784
Saint Augustine's University,1,"Business Administration, Management and Operations.",NC,38125,31800,0.7611,834,26554,29386,1.198899371,3.340125786,3.696352201,211784
Saint Augustine's University,1,Criminal Justice and Corrections.,NC,33250,27300,0.7611,834,26554,29386,1.217948718,3.890695971,4.305641026,166784
Shaw University,1,Social Work.,NC,35336,31500,0.5286,NA,18719,23969,1.121777778,2.377015873,3.04368254,240124
Shaw University,1,Criminal Justice and Corrections.,NC,40279,21700,0.5286,NA,18719,23969,1.856175115,3.450506912,4.418248848,142124
Shaw University,1,"Business Administration, Management and Operations.",NC,36500,28100,0.5286,NA,18719,23969,1.298932384,2.664626335,3.411957295,206124
Shaw University,1,Communication and Media Studies.,NC,35554,14900,0.5286,NA,18719,23969,2.386174497,5.025234899,6.434630872,74124
St. Andrews University,0,Health and Physical Education/Fitness.,NC,28750,25600,0.4123,1005,25965,31209,1.123046875,4.05703125,4.87640625,152140
Wake Forest University,1,"Psychology, General.",NC,21307,32600,0.2757,NA,33382,48756,0.653588957,4.09595092,5.982331288,192472
Wake Forest University,1,Economics.,NC,18220,51700,0.2757,NA,33382,48756,0.352417795,2.582746615,3.772224371,383472
Wake Forest University,1,Communication and Media Studies.,NC,19722,37700,0.2757,NA,33382,48756,0.523129973,3.541856764,5.173050398,243472
Wake Forest University,1,Political Science and Government.,NC,19000,42900,0.2757,NA,33382,48756,0.442890443,3.112540793,4.546013986,295472
Wake Forest University,1,Finance and Financial Management Services.,NC,18250,71900,0.2757,NA,33382,48756,0.253824757,1.85713491,2.712433936,585472
Wake Forest University,1,Sociology.,NC,23000,36700,0.2757,NA,33382,48756,0.626702997,3.638365123,5.31400545,233472
Wake Forest University,1,History.,NC,19500,33800,0.2757,NA,33382,48756,0.576923077,3.950532544,5.769940828,204472
Wake Forest University,1,Computer Science.,NC,18115,69900,0.2757,NA,33382,48756,0.259155937,1.910271817,2.790042918,565472
Wake Forest University,1,"English Language and Literature, General.",NC,19528,33500,0.2757,NA,33382,48756,0.582925373,3.985910448,5.82161194,201472
Wake Forest University,1,"Business/Commerce, General.",NC,19000,60100,0.2757,NA,33382,48756,0.316139767,2.221763727,3.244991681,467472
Wake Forest University,1,Health and Physical Education/Fitness.,NC,19000,26300,0.2757,NA,33382,48756,0.72243346,5.077110266,7.415361217,129472
Wake Forest University,1,"Biology, General.",NC,17500,34700,0.2757,NA,33382,48756,0.504322767,3.848069164,5.620288184,213472
Warren Wilson College,1,Natural Resources Conservation and Research.,NC,19111,18300,0.7936,1275,25117,32131,1.04431694,5.490054645,7.023169399,82532
Wingate University,1,"Psychology, General.",NC,26500,28400,0.9324,1045,18354,22050,0.933098592,2.585070423,3.105633803,210584
Wingate University,1,"Public Relations, Advertising, and Applied Communication.",NC,21513,29500,0.9324,1045,18354,22050,0.729254237,2.488677966,2.989830508,221584
Wingate University,1,"Human Services, General.",NC,24870,26100,0.9324,1045,18354,22050,0.952873563,2.812873563,3.379310345,187584
Wingate University,1,"Teacher Education and Professional Development, Specific Subject Areas.",NC,27000,37400,0.9324,1045,18354,22050,0.721925134,1.962994652,2.35828877,300584
Wingate University,1,"Biology, General.",NC,26750,30200,0.9324,1045,18354,22050,0.885761589,2.430993377,2.920529801,228584
Wingate University,1,"Teacher Education and Professional Development, Specific Levels and Methods.",NC,26949,37300,0.9324,1045,18354,22050,0.722493298,1.968257373,2.36461126,299584
Winston-Salem State University,1,"Biology, General.",NC,26000,29000,0.6657,943,11811,17833,0.896551724,1.629103448,2.459724138,242756
Winston-Salem State University,1,Sociology.,NC,28500,26900,0.6657,943,11811,17833,1.059479554,1.756282528,2.651747212,221756
Winston-Salem State University,1,Clinical/Medical Laboratory Science/Research and Allied Professions.,NC,18125,48200,0.6657,943,11811,17833,0.376037344,0.980165975,1.479917012,434756
Winston-Salem State University,1,Health and Medical Administrative Services.,NC,30169,31100,0.6657,943,11811,17833,0.970064309,1.519099678,2.293633441,263756
Winston-Salem State University,1,"Psychology, General.",NC,25000,21700,0.6657,943,11811,17833,1.152073733,2.177142857,3.28718894,169756
Winston-Salem State University,1,"Teacher Education and Professional Development, Specific Levels and Methods.",NC,29200,29100,0.6657,943,11811,17833,1.003436426,1.623505155,2.451271478,243756
Winston-Salem State University,1,Health and Physical Education/Fitness.,NC,25000,23900,0.6657,943,11811,17833,1.046025105,1.976736402,2.98460251,191756
Winston-Salem State University,1,Communication and Media Studies.,NC,26671,20100,0.6657,943,11811,17833,1.326915423,2.350447761,3.548855721,153756
Winston-Salem State University,1,"Business Administration, Management and Operations.",NC,27561,30900,0.6657,943,11811,17833,0.891941748,1.528932039,2.308478964,261756
Winston-Salem State University,1,Rehabilitation and Therapeutic Professions.,NC,29125,22400,0.6657,943,11811,17833,1.300223214,2.109107143,3.184464286,176756
Winston-Salem State University,1,Criminal Justice and Corrections.,NC,25927,27500,0.6657,943,11811,17833,0.9428,1.717963636,2.593890909,227756
Winston-Salem State University,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NC,13192,60400,0.6657,943,11811,17833,0.218410596,0.78218543,1.180993377,556756
Winston-Salem State University,1,"Liberal Arts and Sciences, General Studies and Humanities.",NC,33854,24300,0.6657,943,11811,17833,1.393168724,1.944197531,2.935473251,195756
Western Carolina University,1,Marketing.,NC,24209,34200,0.3884,1095,15157,20093,0.707865497,1.772748538,2.35005848,281372
Western Carolina University,1,Drama/Theatre Arts and Stagecraft.,NC,25675,19700,0.3884,1095,15157,20093,1.303299492,3.077563452,4.079796954,136372
Western Carolina University,1,Management Information Systems and Services.,NC,25000,38200,0.3884,1095,15157,20093,0.654450262,1.587120419,2.103979058,321372
Western Carolina University,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",NC,15501,56100,0.3884,1095,15157,20093,0.27631016,1.080713012,1.432655971,500372
Western Carolina University,1,Hospitality Administration/Management.,NC,23293,28400,0.3884,1095,15157,20093,0.820176056,2.134788732,2.83,223372
Western Carolina University,1,Finance and Financial Management Services.,NC,21250,39200,0.3884,1095,15157,20093,0.542091837,1.546632653,2.050306122,331372
Western Carolina University,1,"Business Administration, Management and Operations.",NC,22673,29400,0.3884,1095,15157,20093,0.771190476,2.062176871,2.733741497,233372
Western Carolina University,1,Fine and Studio Arts.,NC,21494,20600,0.3884,1095,15157,20093,1.043398058,2.943106796,3.901553398,145372
Western Carolina University,1,Music.,NC,27000,32300,0.3884,1095,15157,20093,0.835913313,1.877027864,2.488297214,262372
Western Carolina University,1,"Allied Health Diagnostic, Intervention, and Treatment Professions.",NC,23024,45800,0.3884,1095,15157,20093,0.502707424,1.323755459,1.754847162,397372
Western Carolina University,1,Rehabilitation and Therapeutic Professions.,NC,22500,28500,0.3884,1095,15157,20093,0.789473684,2.127298246,2.820070175,224372
Western Carolina University,1,Dietetics and Clinical Nutrition Services.,NC,21814,20300,0.3884,1095,15157,20093,1.074581281,2.986600985,3.959211823,142372
Western Carolina University,1,"Parks, Recreation and Leisure Facilities Management.",NC,22704,28800,0.3884,1095,15157,20093,0.788333333,2.105138889,2.790694444,227372
Western Carolina University,1,"Biology, General.",NC,21168,26500,0.3884,1095,15157,20093,0.798792453,2.287849057,3.03290566,204372
Western Carolina University,1,Computer Science.,NC,26095,50600,0.3884,1095,15157,20093,0.515711462,1.198181818,1.588379447,445372
Western Carolina University,1,Communication and Media Studies.,NC,22559,27500,0.3884,1095,15157,20093,0.820327273,2.204654545,2.922618182,214372
Western Carolina University,1,Social Work.,NC,23250,29600,0.3884,1095,15157,20093,0.785472973,2.048243243,2.71527027,235372
Western Carolina University,1,Sociology.,NC,23250,24700,0.3884,1095,15157,20093,0.941295547,2.454574899,3.253927126,186372
Western Carolina University,1,"Teacher Education and Professional Development, Specific Subject Areas.",NC,25624,37300,0.3884,1095,15157,20093,0.686970509,1.62541555,2.154745308,312372
Western Carolina University,1,Anthropology.,NC,24525,26500,0.3884,1095,15157,20093,0.925471698,2.287849057,3.03290566,204372
Western Carolina University,1,Accounting and Related Services.,NC,15750,39000,0.3884,1095,15157,20093,0.403846154,1.554564103,2.060820513,329372
Western Carolina University,1,"English Language and Literature, General.",NC,20500,21700,0.3884,1095,15157,20093,0.944700461,2.793917051,3.703778802,156372
Western Carolina University,1,Construction Engineering Technologies.,NC,27070,51500,0.3884,1095,15157,20093,0.525631068,1.177242718,1.560621359,454372
Western Carolina University,1,"Engineering Technology, General.",NC,22109,53400,0.3884,1095,15157,20093,0.414026217,1.135355805,1.505093633,473372
Western Carolina University,1,Natural Resources Management and Policy.,NC,14894,30100,0.3884,1095,15157,20093,0.494817276,2.014219269,2.670166113,240372
Western Carolina University,1,"Teacher Education and Professional Development, Specific Levels and Methods.",NC,23707,35700,0.3884,1095,15157,20093,0.664061625,1.698263305,2.251316527,296372
Western Carolina University,1,History.,NC,21853,24200,0.3884,1095,15157,20093,0.903016529,2.505289256,3.321157025,181372
Western Carolina University,1,Public Administration.,NC,13652,48300,0.3884,1095,15157,20093,0.282650104,1.255238095,1.664016563,422372
Western Carolina University,1,Criminal Justice and Corrections.,NC,21556,33000,0.3884,1095,15157,20093,0.653212121,1.837212121,2.435515152,269372
Western Carolina University,1,Health and Physical Education/Fitness.,NC,25612,23600,0.3884,1095,15157,20093,1.085254237,2.568983051,3.40559322,175372
Western Carolina University,1,"Psychology, General.",NC,22800,23900,0.3884,1095,15157,20093,0.953974895,2.536736402,3.362845188,178372
Western Carolina University,1,Mathematics.,NC,21500,34400,0.3884,1095,15157,20093,0.625,1.76244186,2.336395349,283372
Rasmussen College-North Dakota,0,"Visual and Performing Arts, General.",ND,41514,28400,NA,NA,18000,21152,1.461760563,2.535211268,2.97915493,212000
Rasmussen College-North Dakota,0,Computer/Information Technology Administration and Management.,ND,41416,47500,NA,NA,18000,21152,0.871915789,1.515789474,1.781221053,403000
Rasmussen College-North Dakota,0,Educational Administration and Supervision.,ND,23327,28700,NA,NA,18000,21152,0.812787456,2.508710801,2.948013937,215000
Rasmussen College-North Dakota,0,Health and Medical Administrative Services.,ND,40008,40200,NA,NA,18000,21152,0.995223881,1.791044776,2.104676617,330000
Rasmussen College-North Dakota,0,Human Resources Management and Services.,ND,23760,46500,NA,NA,18000,21152,0.510967742,1.548387097,1.819526882,393000
Rasmussen College-North Dakota,0,Marketing.,ND,21796,41900,NA,NA,18000,21152,0.520190931,1.718377088,2.01928401,347000
Rasmussen College-North Dakota,0,Accounting and Related Services.,ND,35498,43100,NA,NA,18000,21152,0.82361949,1.670533643,1.963062645,359000
Rasmussen College-North Dakota,0,Criminal Justice and Corrections.,ND,38530,33200,NA,NA,18000,21152,1.160542169,2.168674699,2.548433735,260000
Rasmussen College-North Dakota,0,"Business Administration, Management and Operations.",ND,24540,45100,NA,NA,18000,21152,0.544124169,1.596452328,1.876008869,379000
Bismarck State College,1,"Business Administration, Management and Operations.",ND,20999,100500,NA,NA,10193,12405,0.208945274,0.405691542,0.493731343,964228
Dickinson State University,1,Accounting and Related Services.,ND,19058,40500,0.9897,1042,11976,13824,0.470567901,1.182814815,1.365333333,357096
Dickinson State University,1,Health and Physical Education/Fitness.,ND,24759,36000,0.9897,1042,11976,13824,0.68775,1.330666667,1.536,312096
Dickinson State University,1,"Business Administration, Management and Operations.",ND,16061,37500,0.9897,1042,11976,13824,0.428293333,1.27744,1.47456,327096
University of Jamestown,1,"Business Administration, Management and Operations.",ND,23984,35900,0.6525,1075,18109,19051,0.668077994,2.017715877,2.122674095,286564
University of Jamestown,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",ND,27000,58900,0.6525,1075,18109,19051,0.458404075,1.229813243,1.293786078,516564
University of Mary,1,"Business Administration, Management and Operations.",ND,26125,53500,0.7635,1160,17342,19273,0.488317757,1.296598131,1.440971963,465632
Mayville State University,1,"Business Administration, Management and Operations.",ND,18500,40600,0.481,1045,11942,13689,0.455665025,1.176551724,1.348669951,358232
Mayville State University,1,"Teacher Education and Professional Development, Specific Levels and Methods.",ND,21694,36600,0.481,1045,11942,13689,0.59273224,1.305136612,1.496065574,318232
Minot State University,1,"Business Administration, Management and Operations.",ND,18500,37600,0.6897,1090,10806,13243,0.492021277,1.149574468,1.408829787,332776
Minot State University,1,"Teacher Education and Professional Development, Specific Subject Areas.",ND,21588,39600,0.6897,1090,10806,13243,0.545151515,1.091515152,1.337676768,352776
Minot State University,1,Marketing.,ND,18375,37900,0.6897,1090,10806,13243,0.484828496,1.140474934,1.3976781,335776
Minot State University,1,Criminal Justice and Corrections.,ND,16361,36400,0.6897,1090,10806,13243,0.449478022,1.187472527,1.455274725,320776
Minot State University,1,Social Work.,ND,15000,41200,0.6897,1090,10806,13243,0.36407767,1.049126214,1.285728155,368776
Minot State University,1,"Teacher Education and Professional Development, Specific Levels and Methods.",ND,18986,37000,0.6897,1090,10806,13243,0.513135135,1.168216216,1.431675676,326776
Minot State University,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",ND,15782,62600,0.6897,1090,10806,13243,0.252108626,0.690479233,0.846198083,582776
University of North Dakota,1,Accounting and Related Services.,ND,24125,50800,0.8348,1165,15056,17377,0.474901575,1.185511811,1.368267717,447776
University of North Dakota,1,"Psychology, General.",ND,24200,31400,0.8348,1165,15056,17377,0.770700637,1.917961783,2.213630573,253776
University of North Dakota,1,Criminal Justice and Corrections.,ND,23000,36100,0.8348,1165,15056,17377,0.637119114,1.668254848,1.925429363,300776
University of North Dakota,1,Health and Physical Education/Fitness.,ND,25500,28200,0.8348,1165,15056,17377,0.904255319,2.135602837,2.464822695,221776
University of North Dakota,1,"Teacher Education and Professional Development, Specific Levels and Methods.",ND,25469,35000,0.8348,1165,15056,17377,0.727685714,1.720685714,1.985942857,289776
University of North Dakota,1,"Biology, General.",ND,22687,33600,0.8348,1165,15056,17377,0.675208333,1.792380952,2.068690476,275776
University of North Dakota,1,"Electrical, Electronics and Communications Engineering.",ND,27000,71400,0.8348,1165,15056,17377,0.378151261,0.843473389,0.973501401,653776
University of North Dakota,1,"Business Administration, Management and Operations.",ND,25343,39200,0.8348,1165,15056,17377,0.646505102,1.536326531,1.773163265,331776
University of North Dakota,1,"English Language and Literature, General.",ND,26356,33900,0.8348,1165,15056,17377,0.777463127,1.776519174,2.050383481,278776
University of North Dakota,1,Marketing.,ND,26000,40600,0.8348,1165,15056,17377,0.640394089,1.483349754,1.712019704,345776
University of North Dakota,1,"Teacher Education and Professional Development, Specific Subject Areas.",ND,26951,39900,0.8348,1165,15056,17377,0.675463659,1.509373434,1.742055138,338776
University of North Dakota,1,Mechanical Engineering.,ND,27000,63800,0.8348,1165,15056,17377,0.423197492,0.943949843,1.089467085,577776
University of North Dakota,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",ND,25500,60100,0.8348,1165,15056,17377,0.424292845,1.002063228,1.156539101,540776
University of North Dakota,1,"Computer and Information Sciences, General.",ND,21730,54000,0.8348,1165,15056,17377,0.402407407,1.115259259,1.287185185,479776
University of North Dakota,1,Petroleum Engineering.,ND,23000,73300,0.8348,1165,15056,17377,0.31377899,0.821609823,0.948267394,672776
University of North Dakota,1,Air Transportation.,ND,22500,42400,0.8348,1165,15056,17377,0.530660377,1.420377358,1.639339623,363776
University of North Dakota,1,"Liberal Arts and Sciences, General Studies and Humanities.",ND,24906,33000,0.8348,1165,15056,17377,0.754727273,1.824969697,2.10630303,269776
University of North Dakota,1,Social Work.,ND,24031,40300,0.8348,1165,15056,17377,0.59630273,1.49439206,1.724764268,342776
University of North Dakota,1,Communication and Media Studies.,ND,22455,35500,0.8348,1165,15056,17377,0.632535211,1.696450704,1.957971831,294776
University of North Dakota,1,Clinical/Medical Laboratory Science/Research and Allied Professions.,ND,25000,54200,0.8348,1165,15056,17377,0.461254613,1.111143911,1.282435424,481776
North Dakota State University-Main Campus,1,Natural Resources Management and Policy.,ND,24250,30900,0.9159,1166,15265,17639,0.784789644,1.97605178,2.283365696,247940
North Dakota State University-Main Campus,1,"Teacher Education and Professional Development, Specific Subject Areas.",ND,24239,38700,0.9159,1166,15265,17639,0.626330749,1.577777778,1.823152455,325940
North Dakota State University-Main Campus,1,Marketing.,ND,25500,40900,0.9159,1166,15265,17639,0.623471883,1.492909535,1.725085575,347940
North Dakota State University-Main Campus,1,Animal Sciences.,ND,19500,35300,0.9159,1166,15265,17639,0.552407932,1.729745042,1.998753541,291940
North Dakota State University-Main Campus,1,Finance and Financial Management Services.,ND,20457,44600,0.9159,1166,15265,17639,0.45867713,1.369058296,1.581973094,384940
North Dakota State University-Main Campus,1,Civil Engineering.,ND,26980,61400,0.9159,1166,15265,17639,0.439413681,0.994462541,1.149120521,552940
North Dakota State University-Main Campus,1,Criminal Justice and Corrections.,ND,21500,36200,0.9159,1166,15265,17639,0.593922652,1.686740331,1.949060773,300940
North Dakota State University-Main Campus,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",ND,21535,61000,0.9159,1166,15265,17639,0.353032787,1.000983607,1.156655738,548940
North Dakota State University-Main Campus,1,"Allied Health Diagnostic, Intervention, and Treatment Professions.",ND,31000,51600,0.9159,1166,15265,17639,0.600775194,1.183333333,1.367364341,454940
North Dakota State University-Main Campus,1,Computer Science.,ND,20500,57700,0.9159,1166,15265,17639,0.355285962,1.058232236,1.222807626,515940
North Dakota State University-Main Campus,1,"Psychology, General.",ND,23000,30600,0.9159,1166,15265,17639,0.751633987,1.995424837,2.305751634,244940
North Dakota State University-Main Campus,1,Management Information Systems and Services.,ND,20000,55600,0.9159,1166,15265,17639,0.35971223,1.098201439,1.268992806,494940
