INSTNM,MAIN,CIPDESC,STABBR,DEBTMEDIAN,MD_EARN_WNE,ADM_RATE,SAT_AVG,Tuition_Average,Tuition_more_110K,Debt_payback_YR,Tuit_Avg_4Y_Pyback,Tuit_Inc_4Y_Pyback,Salary_10Y_4Y_Tui
University of Hartford,1,Mechanical Engineering.,CT,27000,62400,0.8089,1140,30440,33302,0.432692308,1.951282051,2.13474359,502240
University of Hartford,1,Fine and Studio Arts.,CT,26113,20300,0.8089,1140,30440,33302,1.28635468,5.998029557,6.561970443,81240
University of Hartford,1,"Psychology, General.",CT,27000,24300,0.8089,1140,30440,33302,1.111111111,5.010699588,5.4818107,121240
University of Hartford,1,Design and Applied Arts.,CT,26000,28900,0.8089,1140,30440,33302,0.899653979,4.213148789,4.609273356,167240
University of Hartford,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",CT,19000,81000,0.8089,1140,30440,33302,0.234567901,1.503209877,1.64454321,688240
University of Hartford,1,Architectural Engineering Technologies/Technicians.,CT,27000,41800,0.8089,1140,30440,33302,0.645933014,2.91291866,3.186794258,296240
University of Hartford,1,Civil Engineering.,CT,27000,55400,0.8089,1140,30440,33302,0.487364621,2.197833935,2.404476534,432240
University of Hartford,1,Criminal Justice and Corrections.,CT,26250,26300,0.8089,1140,30440,33302,0.998098859,4.629657795,5.064942966,141240
University of Hartford,1,"Biology, General.",CT,27000,24300,0.8089,1140,30440,33302,1.111111111,5.010699588,5.4818107,121240
University of Hartford,1,"General Sales, Merchandising and Related Marketing Operations.",CT,26000,37300,0.8089,1140,30440,33302,0.697050938,3.264343164,3.571260054,251240
University of Hartford,1,Film/Video and Photographic Arts.,CT,25000,17400,0.8089,1140,30440,33302,1.436781609,6.997701149,7.655632184,52240
University of Hartford,1,"Allied Health Diagnostic, Intervention, and Treatment Professions.",CT,27000,52200,0.8089,1140,30440,33302,0.517241379,2.33256705,2.551877395,400240
University of Hartford,1,"Business Administration, Management and Operations.",CT,27000,41700,0.8089,1140,30440,33302,0.647482014,2.919904077,3.194436451,295240
Mitchell College,1,Health and Physical Education/Fitness.,CT,19500,22400,0.7797,NA,24087,31846,0.870535714,4.30125,5.686785714,127652
Mitchell College,1,"Business Administration, Management and Operations.",CT,19500,20900,0.7797,NA,24087,31846,0.933014354,4.609952153,6.09492823,112652
Mitchell College,1,Criminal Justice and Corrections.,CT,25000,23700,0.7797,NA,24087,31846,1.054852321,4.065316456,5.374852321,140652
University of New Haven,1,"Electrical, Electronics and Communications Engineering.",CT,27000,63500,0.8776,1124,33380,36284,0.42519685,2.102677165,2.285606299,501480
University of New Haven,1,Mechanical Engineering.,CT,27000,58000,0.8776,1124,33380,36284,0.465517241,2.302068966,2.502344828,446480
University of New Haven,1,Criminal Justice and Corrections.,CT,27000,33400,0.8776,1124,33380,36284,0.808383234,3.99760479,4.345389222,200480
University of New Haven,1,Dental Support Services and Allied Professions.,CT,23281,55400,0.8776,1124,33380,36284,0.420234657,2.410108303,2.619783394,420480
University of New Haven,1,"Ecology, Evolution, Systematics, and Population Biology.",CT,27000,23500,0.8776,1124,33380,36284,1.14893617,5.681702128,6.176,101480
University of New Haven,1,Chemistry.,CT,27000,38900,0.8776,1124,33380,36284,0.694087404,3.432390746,3.731002571,255480
University of New Haven,1,"Business Administration, Management and Operations.",CT,24125,36100,0.8776,1124,33380,36284,0.668282548,3.698614958,4.020387812,227480
University of New Haven,1,Fire Protection.,CT,26399,46200,0.8776,1124,33380,36284,0.571406926,2.89004329,3.141471861,328480
University of New Haven,1,Music.,CT,27000,21700,0.8776,1124,33380,36284,1.244239631,6.152995392,6.688294931,83480
University of New Haven,1,"Psychology, General.",CT,27000,26200,0.8776,1124,33380,36284,1.030534351,5.096183206,5.539541985,128480
University of New Haven,1,"Biology, General.",CT,27000,33100,0.8776,1124,33380,36284,0.81570997,4.033836858,4.384773414,197480
University of New Haven,1,Dietetics and Clinical Nutrition Services.,CT,24250,30600,0.8776,1124,33380,36284,0.79248366,4.363398693,4.743006536,172480
Post University,1,Accounting and Related Services.,CT,37264,50500,0.635,NA,19649,15949,0.73790099,1.556356436,1.263287129,426404
Post University,1,Management Information Systems and Services.,CT,27105,50100,0.635,NA,19649,15949,0.541017964,1.568782435,1.273373253,422404
Post University,1,"Business Administration, Management and Operations.",CT,29346,50900,0.635,NA,19649,15949,0.57654224,1.544125737,1.253359528,430404
Post University,1,Criminal Justice and Corrections.,CT,29878,34200,0.635,NA,19649,15949,0.873625731,2.298128655,1.865380117,263404
Post University,1,Non-Professional General Legal Studies (Undergraduate).,CT,42712,36300,0.635,NA,19649,15949,1.176639118,2.165179063,1.757465565,284404
Post University,1,"Human Development, Family Studies, and Related Services.",CT,33122,29000,0.635,NA,19649,15949,1.142137931,2.710206897,2.199862069,211404
Post University,1,"Human Services, General.",CT,37300,27400,0.635,NA,19649,15949,1.361313869,2.868467153,2.328321168,195404
Post University,1,"Psychology, General.",CT,30730,28900,0.635,NA,19649,15949,1.063321799,2.719584775,2.207474048,210404
Post University,1,Health and Physical Education/Fitness.,CT,27000,27700,0.635,NA,19649,15949,0.974729242,2.837400722,2.303104693,198404
Quinnipiac University,1,Communication and Media Studies.,CT,27000,34800,0.7388,1184,38695,41719,0.775862069,4.447701149,4.795287356,193220
Quinnipiac University,1,"Allied Health Diagnostic, Intervention, and Treatment Professions.",CT,21337,59500,0.7388,1184,38695,41719,0.358605042,2.601344538,2.804638655,440220
Quinnipiac University,1,"Public Relations, Advertising, and Applied Communication.",CT,27000,39900,0.7388,1184,38695,41719,0.676691729,3.879197995,4.18235589,244220
Quinnipiac University,1,Journalism.,CT,27000,34100,0.7388,1184,38695,41719,0.791788856,4.539002933,4.89372434,186220
Quinnipiac University,1,Criminal Justice and Corrections.,CT,27000,31800,0.7388,1184,38695,41719,0.849056604,4.867295597,5.247672956,163220
Quinnipiac University,1,"Business Administration, Management and Operations.",CT,25874,41700,0.7388,1184,38695,41719,0.620479616,3.7117506,4.001822542,262220
Quinnipiac University,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",CT,24000,72600,0.7388,1184,38695,41719,0.330578512,2.131955923,2.298567493,571220
Quinnipiac University,1,"Legal Professions and Studies, Other.",CT,25130,33100,0.7388,1184,38695,41719,0.759214502,4.676132931,5.041570997,176220
Quinnipiac University,1,Accounting and Related Services.,CT,19500,59800,0.7388,1184,38695,41719,0.326086957,2.588294314,2.790568562,443220
Quinnipiac University,1,"Health Professions and Related Clinical Sciences, Other.",CT,26000,30100,0.7388,1184,38695,41719,0.863787375,5.142192691,5.544053156,146220
Quinnipiac University,1,Finance and Financial Management Services.,CT,26153,49700,0.7388,1184,38695,41719,0.526217304,3.114285714,3.357665996,342220
Quinnipiac University,1,Information Science/Studies.,CT,27000,55800,0.7388,1184,38695,41719,0.483870968,2.773835125,2.990609319,403220
Quinnipiac University,1,"Biology, General.",CT,27000,31700,0.7388,1184,38695,41719,0.851735016,4.882649842,5.264227129,162220
Quinnipiac University,1,"Psychology, General.",CT,27000,31500,0.7388,1184,38695,41719,0.857142857,4.913650794,5.297650794,160220
Sacred Heart University,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",CT,27000,71500,0.6028,NA,39973,41397,0.377622378,2.236251748,2.315916084,555108
Sacred Heart University,1,"Allied Health Diagnostic, Intervention, and Treatment Professions.",CT,25000,24800,0.6028,NA,39973,41397,1.008064516,6.447258065,6.676935484,88108
Sacred Heart University,1,"Biology, General.",CT,24625,25600,0.6028,NA,39973,41397,0.961914063,6.24578125,6.46828125,96108
Sacred Heart University,1,"Psychology, General.",CT,26000,29600,0.6028,NA,39973,41397,0.878378378,5.401756757,5.594189189,136108
Sacred Heart University,1,Communication and Media Studies.,CT,26201,33300,0.6028,NA,39973,41397,0.786816817,4.801561562,4.972612613,173108
Sacred Heart University,1,Economics.,CT,25000,50700,0.6028,NA,39973,41397,0.493096647,3.153688363,3.266035503,347108
Sacred Heart University,1,Accounting and Related Services.,CT,26871,54000,0.6028,NA,39973,41397,0.497611111,2.960962963,3.066444444,380108
Sacred Heart University,1,Marketing.,CT,26845,45000,0.6028,NA,39973,41397,0.596555556,3.553155556,3.679733333,290108
Sacred Heart University,1,Finance and Financial Management Services.,CT,25000,52100,0.6028,NA,39973,41397,0.479846449,3.068944338,3.178272553,361108
Sacred Heart University,1,Criminal Justice and Corrections.,CT,27000,33500,0.6028,NA,39973,41397,0.805970149,4.772895522,4.942925373,175108
Sacred Heart University,1,"Computer and Information Sciences, General.",CT,27000,58500,0.6028,NA,39973,41397,0.461538462,2.733196581,2.830564103,425108
Sacred Heart University,1,"Business Administration, Management and Operations.",CT,25870,41300,0.6028,NA,39973,41397,0.626392252,3.871476998,4.009394673,253108
University of Saint Joseph,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",CT,27500,68600,0.9029,1064,25589,26996,0.400874636,1.492069971,1.574110787,583644
Southern Connecticut State University,1,"Biology, General.",CT,21500,27600,0.6492,1028,17327,21355,0.778985507,2.51115942,3.094927536,206692
Southern Connecticut State University,1,"Psychology, General.",CT,25000,26500,0.6492,1028,17327,21355,0.943396226,2.615396226,3.223396226,195692
Southern Connecticut State University,1,"English Language and Literature, General.",CT,26000,25400,0.6492,1028,17327,21355,1.023622047,2.728661417,3.362992126,184692
Southern Connecticut State University,1,Political Science and Government.,CT,25500,31000,0.6492,1028,17327,21355,0.822580645,2.235741935,2.755483871,240692
Southern Connecticut State University,1,"Social Sciences, General.",CT,25000,31200,0.6492,1028,17327,21355,0.801282051,2.221410256,2.737820513,242692
Southern Connecticut State University,1,"Liberal Arts and Sciences, General Studies and Humanities.",CT,23663,30700,0.6492,1028,17327,21355,0.770781759,2.257589577,2.782410423,237692
Southern Connecticut State University,1,"Parks, Recreation and Leisure Facilities Management.",CT,22776,30800,0.6492,1028,17327,21355,0.739480519,2.25025974,2.773376623,238692
Southern Connecticut State University,1,Special Education and Teaching.,CT,22500,43500,0.6492,1028,17327,21355,0.517241379,1.593287356,1.963678161,365692
Southern Connecticut State University,1,Communication and Media Studies.,CT,25000,28100,0.6492,1028,17327,21355,0.889679715,2.466476868,3.039857651,211692
Southern Connecticut State University,1,Sociology.,CT,25000,33100,0.6492,1028,17327,21355,0.755287009,2.093897281,2.580664653,261692
Southern Connecticut State University,1,"Teacher Education and Professional Development, Specific Subject Areas.",CT,25375,29600,0.6492,1028,17327,21355,0.857263514,2.341486486,2.885810811,226692
Southern Connecticut State University,1,"Computer and Information Sciences, General.",CT,25687,48600,0.6492,1028,17327,21355,0.528539095,1.426090535,1.757613169,416692
Southern Connecticut State University,1,"Education, General.",CT,21810,33600,0.6492,1028,17327,21355,0.649107143,2.062738095,2.542261905,266692
Southern Connecticut State University,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",CT,20000,69600,0.6492,1028,17327,21355,0.287356322,0.995804598,1.227298851,626692
Southern Connecticut State University,1,Social Work.,CT,26348,38100,0.6492,1028,17327,21355,0.691548556,1.819107612,2.241994751,311692
Southern Connecticut State University,1,Fine and Studio Arts.,CT,26000,33600,0.6492,1028,17327,21355,0.773809524,2.062738095,2.542261905,266692
Southern Connecticut State University,1,"Business Administration, Management and Operations.",CT,24031,42400,0.6492,1028,17327,21355,0.566768868,1.634622642,2.014622642,354692
Southern Connecticut State University,1,Public Health.,CT,25000,29100,0.6492,1028,17327,21355,0.859106529,2.381718213,2.935395189,221692
Trinity College,1,Economics.,CT,23000,61200,0.3387,1370,31808,44672,0.375816993,2.078954248,2.919738562,484768
Trinity College,1,Political Science and Government.,CT,17756,40000,0.3387,1370,31808,44672,0.4439,3.1808,4.4672,272768
Wesleyan University,1,"Liberal Arts and Sciences, General Studies and Humanities.",CT,16045,35700,0.1629,NA,29956,47448,0.449439776,3.356414566,5.316302521,237176
Western Connecticut State University,1,Marketing.,CT,21150,38300,0.7083,NA,18012,21734,0.552219321,1.881148825,2.269869452,310952
Western Connecticut State University,1,Criminal Justice and Corrections.,CT,25990,32800,0.7083,NA,18012,21734,0.792378049,2.196585366,2.650487805,255952
Western Connecticut State University,1,Accounting and Related Services.,CT,25125,53900,0.7083,NA,18012,21734,0.466141002,1.336697588,1.612912801,466952
Western Connecticut State University,1,Communication and Media Studies.,CT,25000,36000,0.7083,NA,18012,21734,0.694444444,2.001333333,2.414888889,287952
Western Connecticut State University,1,Music.,CT,28000,19500,0.7083,NA,18012,21734,1.435897436,3.694769231,4.45825641,122952
Western Connecticut State University,1,Finance and Financial Management Services.,CT,19219,45200,0.7083,NA,18012,21734,0.425199115,1.593982301,1.923362832,379952
Western Connecticut State University,1,Leisure and Recreational Activities.,CT,21595,28200,0.7083,NA,18012,21734,0.765780142,2.554893617,3.082836879,209952
Western Connecticut State University,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",CT,25000,71700,0.7083,NA,18012,21734,0.348675035,1.004853556,1.212496513,644952
Western Connecticut State University,1,"Biology, General.",CT,24908,28600,0.7083,NA,18012,21734,0.870909091,2.519160839,3.03972028,213952
Western Connecticut State University,1,"Psychology, General.",CT,26163,29200,0.7083,NA,18012,21734,0.895993151,2.46739726,2.977260274,219952
Western Connecticut State University,1,Drama/Theatre Arts and Stagecraft.,CT,23119,17200,0.7083,NA,18012,21734,1.344127907,4.188837209,5.054418605,99952
Western Connecticut State University,1,History.,CT,27000,30600,0.7083,NA,18012,21734,0.882352941,2.354509804,2.841045752,233952
Western Connecticut State University,1,Mental and Social Health Services and Allied Professions.,CT,25071,29200,0.7083,NA,18012,21734,0.85859589,2.46739726,2.977260274,219952
Western Connecticut State University,1,"Teacher Education and Professional Development, Specific Subject Areas.",CT,24982,43400,0.7083,NA,18012,21734,0.57562212,1.660092166,2.003133641,361952
Western Connecticut State University,1,Rhetoric and Composition/Writing Studies.,CT,25000,25600,0.7083,NA,18012,21734,0.9765625,2.814375,3.3959375,183952
Western Connecticut State University,1,Management Information Systems and Services.,CT,21000,50200,0.7083,NA,18012,21734,0.418326693,1.435219124,1.731792829,429952
Western Connecticut State University,1,Social Work.,CT,23885,29600,0.7083,NA,18012,21734,0.806925676,2.434054054,2.937027027,223952
Western Connecticut State University,1,Management Sciences and Quantitative Methods.,CT,20900,38700,0.7083,NA,18012,21734,0.54005168,1.861705426,2.246408269,314952
Yale University,1,History.,CT,9650,44600,0.0693,1520,18627,35873,0.216367713,1.67058296,3.217309417,371492
Yale University,1,Economics.,CT,14000,81400,0.0693,1520,18627,35873,0.171990172,0.915331695,1.762800983,739492
Yale University,1,"Psychology, General.",CT,15000,41300,0.0693,1520,18627,35873,0.363196126,1.804067797,3.474382567,338492
Yale University,1,Area Studies.,CT,12000,39200,0.0693,1520,18627,35873,0.306122449,1.900714286,3.660510204,317492
Yale University,1,Political Science and Government.,CT,15500,49100,0.0693,1520,18627,35873,0.315682281,1.517474542,2.922443992,416492
Delaware State University,1,"Liberal Arts and Sciences, General Studies and Humanities.",DE,31000,26500,0.4518,918,13014,16873,1.169811321,1.964377358,2.546867925,212944
Delaware State University,1,Criminology.,DE,29250,31300,0.4518,918,13014,16873,0.934504792,1.66313099,2.15629393,260944
Delaware State University,1,Health and Physical Education/Fitness.,DE,31000,24200,0.4518,918,13014,16873,1.280991736,2.15107438,2.78892562,189944
Delaware State University,1,Communication and Media Studies.,DE,26249,22900,0.4518,918,13014,16873,1.146244541,2.273187773,2.947248908,176944
Delaware State University,1,"Business Administration, Management and Operations.",DE,29000,39300,0.4518,918,13014,16873,0.737913486,1.324580153,1.71735369,340944
Delaware State University,1,Social Work.,DE,31000,30300,0.4518,918,13014,16873,1.02310231,1.718019802,2.227458746,250944
Delaware State University,1,"Agriculture, General.",DE,29000,27600,0.4518,918,13014,16873,1.050724638,1.886086957,2.445362319,223944
Delaware State University,1,Public Health.,DE,31000,32800,0.4518,918,13014,16873,0.945121951,1.587073171,2.057682927,275944
Delaware State University,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",DE,29000,66900,0.4518,918,13014,16873,0.43348281,0.778116592,1.008849028,616944
Delaware State University,1,"Psychology, General.",DE,26675,28700,0.4518,918,13014,16873,0.929442509,1.813797909,2.351637631,234944
University of Delaware,1,"Teacher Education and Professional Development, Specific Subject Areas.",DE,24388,42100,0.6289,1250,16892,22641,0.579287411,1.604940618,2.151163895,353432
University of Delaware,1,Management Information Systems and Services.,DE,24203,66400,0.6289,1250,16892,22641,0.364503012,1.017590361,1.363915663,596432
University of Delaware,1,Communication and Media Studies.,DE,24000,40100,0.6289,1250,16892,22641,0.598503741,1.684987531,2.258453865,333432
University of Delaware,1,"Computer and Information Sciences, General.",DE,23999,67600,0.6289,1250,16892,22641,0.355014793,0.999526627,1.339704142,608432
University of Delaware,1,Economics.,DE,23991,49000,0.6289,1250,16892,22641,0.489612245,1.378938776,1.848244898,422432
University of Delaware,1,Criminology.,DE,23250,36100,0.6289,1250,16892,22641,0.644044321,1.871689751,2.508698061,293432
University of Delaware,1,Mechanical Engineering.,DE,25226,62100,0.6289,1250,16892,22641,0.406215781,1.08805153,1.458357488,553432
University of Delaware,1,History.,DE,23991,25300,0.6289,1250,16892,22641,0.94826087,2.670671937,3.579604743,185432
University of Delaware,1,Sociology.,DE,20845,27100,0.6289,1250,16892,22641,0.769188192,2.493284133,3.341845018,203432
University of Delaware,1,"Human Services, General.",DE,23250,31500,0.6289,1250,16892,22641,0.738095238,2.145015873,2.875047619,247432
University of Delaware,1,Chemical Engineering.,DE,26000,65100,0.6289,1250,16892,22641,0.399385561,1.037910906,1.391152074,583432
University of Delaware,1,Marketing.,DE,24388,47300,0.6289,1250,16892,22641,0.515602537,1.428498943,1.914672304,405432
University of Delaware,1,Wildlife and Wildlands Science and Management.,DE,23991,23700,0.6289,1250,16892,22641,1.012278481,2.850970464,3.821265823,169432
University of Delaware,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",DE,24023,68200,0.6289,1250,16892,22641,0.352243402,0.990733138,1.327917889,614432
University of Delaware,1,Research and Experimental Psychology.,DE,23250,31000,0.6289,1250,16892,22641,0.75,2.179612903,2.921419355,242432
University of Delaware,1,Design and Applied Arts.,DE,24500,44900,0.6289,1250,16892,22641,0.545657016,1.504855234,2.01701559,381432
University of Delaware,1,Hospitality Administration/Management.,DE,23250,47100,0.6289,1250,16892,22641,0.493630573,1.434564756,1.922802548,403432
University of Delaware,1,Political Science and Government.,DE,23250,35600,0.6289,1250,16892,22641,0.653089888,1.897977528,2.543932584,288432
University of Delaware,1,Public Health.,DE,23296,27200,0.6289,1250,16892,22641,0.856470588,2.484117647,3.329558824,204432
University of Delaware,1,"Teacher Education and Professional Development, Specific Levels and Methods.",DE,24491,42100,0.6289,1250,16892,22641,0.581733967,1.604940618,2.151163895,353432
University of Delaware,1,Health and Physical Education/Fitness.,DE,24388,31200,0.6289,1250,16892,22641,0.781666667,2.165641026,2.902692308,244432
University of Delaware,1,Accounting and Related Services.,DE,26000,61600,0.6289,1250,16892,22641,0.422077922,1.096883117,1.470194805,548432
University of Delaware,1,"English Language and Literature, General.",DE,24052,25800,0.6289,1250,16892,22641,0.932248062,2.618914729,3.510232558,190432
University of Delaware,1,Finance and Financial Management Services.,DE,24360,58900,0.6289,1250,16892,22641,0.413582343,1.147164686,1.537589134,521432
University of Delaware,1,Natural Resources Conservation and Research.,DE,24731,32800,0.6289,1250,16892,22641,0.753993902,2.06,2.761097561,260432
University of Delaware,1,"Business Administration, Management and Operations.",DE,25178,53400,0.6289,1250,16892,22641,0.471498127,1.265318352,1.695955056,466432
University of Delaware,1,International Relations and National Security Studies.,DE,23250,25200,0.6289,1250,16892,22641,0.922619048,2.681269841,3.593809524,184432
University of Delaware,1,Clinical/Medical Laboratory Science/Research and Allied Professions.,DE,25000,58200,0.6289,1250,16892,22641,0.429553265,1.160962199,1.556082474,514432
University of Delaware,1,Apparel and Textiles.,DE,23250,48800,0.6289,1250,16892,22641,0.476434426,1.384590164,1.855819672,420432
University of Delaware,1,"Biology, General.",DE,24250,33600,0.6289,1250,16892,22641,0.72172619,2.010952381,2.695357143,268432
University of Delaware,1,Civil Engineering.,DE,25316,59300,0.6289,1250,16892,22641,0.426913997,1.139426644,1.527217538,525432
Goldey-Beacom College,1,"Business Administration, Management and Operations.",DE,15699,31600,0.5177,NA,14222,16455,0.496803797,1.800253165,2.082911392,259112
Wilmington University,1,"Education, General.",DE,23000,29700,NA,NA,14600,17369,0.774410774,1.966329966,2.339259259,238600
Wilmington University,1,"Liberal Arts and Sciences, General Studies and Humanities.",DE,21062,29400,NA,NA,14600,17369,0.716394558,1.986394558,2.363129252,235600
Wilmington University,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",DE,18000,71300,NA,NA,14600,17369,0.252454418,0.819074334,0.974417952,654600
Wilmington University,1,Computer/Information Technology Administration and Management.,DE,19000,50600,NA,NA,14600,17369,0.375494071,1.154150198,1.373043478,447600
Wilmington University,1,Accounting and Related Services.,DE,18834,45500,NA,NA,14600,17369,0.413934066,1.283516484,1.526945055,396600
Wilmington University,1,Criminal Justice and Corrections.,DE,18916,32700,NA,NA,14600,17369,0.578470948,1.785932722,2.124648318,268600
Wilmington University,1,"Psychology, General.",DE,20834,30200,NA,NA,14600,17369,0.68986755,1.933774834,2.300529801,243600
Wilmington University,1,Behavioral Sciences.,DE,22912,32400,NA,NA,14600,17369,0.707160494,1.802469136,2.144320988,265600
Wilmington University,1,"Teacher Education and Professional Development, Specific Levels and Methods.",DE,22106,40900,NA,NA,14600,17369,0.540488998,1.427872861,1.698679707,350600
Wilmington University,1,Human Resources Management and Services.,DE,24960,41000,NA,NA,14600,17369,0.608780488,1.424390244,1.694536585,351600
Wilmington University,1,"Business Administration, Management and Operations.",DE,19410,43700,NA,NA,14600,17369,0.44416476,1.336384439,1.589839817,378600
American University,1,History.,DC,25951,36700,0.294,1294,36567,47453,0.707111717,3.985504087,5.171989101,220732
American University,1,"Biology, General.",DC,24625,32500,0.294,1294,36567,47453,0.757692308,4.500553846,5.840369231,178732
American University,1,"Psychology, General.",DC,24219,30700,0.294,1294,36567,47453,0.788892508,4.764429967,6.182801303,160732
American University,1,Journalism.,DC,25906,33300,0.294,1294,36567,47453,0.777957958,4.392432432,5.70006006,186732
American University,1,"Business Administration, Management and Operations.",DC,24218,47000,0.294,1294,36567,47453,0.515276596,3.112085106,4.038553191,323732
American University,1,Political Science and Government.,DC,23250,42900,0.294,1294,36567,47453,0.541958042,3.40951049,4.424522145,282732
American University,1,Drama/Theatre Arts and Stagecraft.,DC,26000,24700,0.294,1294,36567,47453,1.052631579,5.921781377,7.684696356,100732
American University,1,Criminal Justice and Corrections.,DC,21750,40700,0.294,1294,36567,47453,0.534398034,3.593808354,4.663685504,260732
American University,1,Area Studies.,DC,25813,32000,0.294,1294,36567,47453,0.80665625,4.570875,5.931625,173732
American University,1,Communication and Media Studies.,DC,25000,42100,0.294,1294,36567,47453,0.593824228,3.474299287,4.508598575,274732
American University,1,"Multi/Interdisciplinary Studies, Other.",DC,23250,38300,0.294,1294,36567,47453,0.607049608,3.819007833,4.955926893,236732
American University,1,Film/Video and Photographic Arts.,DC,24500,34600,0.294,1294,36567,47453,0.708092486,4.227398844,5.485895954,199732
American University,1,Public Health.,DC,23125,34300,0.294,1294,36567,47453,0.674198251,4.264373178,5.533877551,196732
American University,1,Finance and Financial Management Services.,DC,24031,50700,0.294,1294,36567,47453,0.473984221,2.884970414,3.74382643,360732
American University,1,Economics.,DC,22875,45300,0.294,1294,36567,47453,0.504966887,3.228874172,4.190110375,306732
American University,1,Non-Professional General Legal Studies (Undergraduate).,DC,26000,44300,0.294,1294,36567,47453,0.586907449,3.301760722,4.28469526,296732
American University,1,"Public Relations, Advertising, and Applied Communication.",DC,22698,42800,0.294,1294,36567,47453,0.530327103,3.417476636,4.434859813,281732
American University,1,International Relations and National Security Studies.,DC,23238,39800,0.294,1294,36567,47453,0.583869347,3.675075377,4.769145729,251732
American University,1,Literature.,DC,27000,23900,0.294,1294,36567,47453,1.129707113,6.12,7.941924686,92732
Catholic University of America,1,Civil Engineering.,DC,22250,64500,0.8258,NA,32731,37158,0.34496124,2.029829457,2.304372093,514076
Catholic University of America,1,Architecture.,DC,26678,40600,0.8258,NA,32731,37158,0.657093596,3.224729064,3.6608867,275076
Catholic University of America,1,Finance and Financial Management Services.,DC,27000,50800,0.8258,NA,32731,37158,0.531496063,2.577244094,2.925826772,377076
Catholic University of America,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",DC,27000,65800,0.8258,NA,32731,37158,0.410334347,1.989726444,2.258844985,527076
Catholic University of America,1,Communication and Media Studies.,DC,26000,34800,0.8258,NA,32731,37158,0.747126437,3.762183908,4.271034483,217076
Catholic University of America,1,Political Science and Government.,DC,26000,38100,0.8258,NA,32731,37158,0.682414698,3.436325459,3.901102362,250076
Catholic University of America,1,"Teacher Education and Professional Development, Specific Levels and Methods.",DC,25500,44200,0.8258,NA,32731,37158,0.576923077,2.962081448,3.362714932,311076
Catholic University of America,1,"Business Administration, Management and Operations.",DC,25000,48300,0.8258,NA,32731,37158,0.517598344,2.710641822,3.077267081,352076
Catholic University of America,1,Marketing.,DC,25000,47300,0.8258,NA,32731,37158,0.528541226,2.76794926,3.142325581,342076
Catholic University of America,1,Music.,DC,27000,21400,0.8258,NA,32731,37158,1.261682243,6.117943925,6.945420561,83076
Catholic University of America,1,"Psychology, General.",DC,26000,33600,0.8258,NA,32731,37158,0.773809524,3.896547619,4.423571429,205076
Catholic University of America,1,Mechanical Engineering.,DC,26224,62400,0.8258,NA,32731,37158,0.42025641,2.098141026,2.381923077,493076
University of the District of Columbia,1,"Human Development, Family Studies, and Related Services.",DC,22000,36600,NA,NA,17548,15764,0.601092896,1.917814208,1.72284153,295808
University of the District of Columbia,1,"Business Administration, Management and Operations.",DC,27273,39300,NA,NA,17548,15764,0.693969466,1.78605598,1.604478372,322808
Gallaudet University,1,American Sign Language.,DC,17000,39600,0.5901,916,14205,28311,0.429292929,1.434848485,2.85969697,339180
George Washington University,1,"Biology, General.",DC,22000,30200,0.4098,1386,31956,43819,0.728476821,4.232582781,5.80384106,174176
George Washington University,1,"English Language and Literature, General.",DC,27000,26200,0.4098,1386,31956,43819,1.030534351,4.878778626,6.689923664,134176
George Washington University,1,Criminal Justice and Corrections.,DC,25500,45600,0.4098,1386,31956,43819,0.559210526,2.803157895,3.84377193,328176
George Washington University,1,Fine and Studio Arts.,DC,26500,17000,0.4098,1386,31956,43819,1.558823529,7.519058824,10.31035294,42176
George Washington University,1,Marketing.,DC,24117,48100,0.4098,1386,31956,43819,0.501392931,2.657463617,3.643991684,353176
George Washington University,1,"Psychology, General.",DC,25000,35600,0.4098,1386,31956,43819,0.702247191,3.590561798,4.923483146,228176
George Washington University,1,Human Resources Management and Services.,DC,22250,44300,0.4098,1386,31956,43819,0.502257336,2.885417607,3.956568849,315176
George Washington University,1,Design and Applied Arts.,DC,27000,43900,0.4098,1386,31956,43819,0.615034169,2.911708428,3.99261959,311176
George Washington University,1,Mechanical Engineering.,DC,25846,62600,0.4098,1386,31956,43819,0.412875399,2.041916933,2.799936102,498176
George Washington University,1,International Business.,DC,23250,58500,0.4098,1386,31956,43819,0.397435897,2.185025641,2.99617094,457176
George Washington University,1,Area Studies.,DC,22154,48000,0.4098,1386,31956,43819,0.461541667,2.663,3.651583333,352176
George Washington University,1,"Registered Nursing, Nursing Administration, Nursing Research and Clinical Nursing.",DC,18750,66200,0.4098,1386,31956,43819,0.283232628,1.930876133,2.647673716,534176
George Washington University,1,Political Science and Government.,DC,21500,45500,0.4098,1386,31956,43819,0.472527473,2.809318681,3.85221978,327176
